,Company,gvkey,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,flood_count,heat_count,tornado_count,tropical_storm_count,wildfire_count,winter_storm_count,flood_crop,heat_crop,tornado_crop,tropical_storm_crop,wildfire_crop,winter_storm_crop,flood_property,heat_property,tornado_property,tropical_storm_property,wildfire_property,winter_storm_property,flood_injury,heat_injury,tornado_injury,tropical_storm_injury,wildfire_injury,winter_storm_injury,flood_death,heat_death,tornado_death,tropical_storm_death,wildfire_death,winter_storm_death,avg_tornado_scale,flood_dummy,heat_dummy,tornado_dummy,tropical_storm_dummy,wildfire_dummy,winter_storm_dummy,Rating_num
573,EPIQ Systems Inc,64346,Kansas,2015,47343,0.0529443168142025,0.455,0.596,4.497,0.16899999999999998,90.0,1.0,141.0,0.0,1.0,71.0,800.0,0.0,0.0,0.0,0.0,0.0,1266800.0,0.0,6834000.0,0.0,50000.0,500000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4822695035460993,1,1,1,0,1,1,6
574,Silgan Holdings Inc,64389,Connecticut,2015,68368,0.0731429541565634,0.542,0.82,3.786,0.133,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,5
575,TiVo Corp,64480,California,2015,55833,0.0657700868581657,0.45299999999999996,0.5489999999999999,6.619,0.138,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,6
576,Euronet Worldwide Inc,64536,Kansas,2015,47343,0.0529443168142025,0.214,0.64,1.63,0.17800000000000002,90.0,1.0,141.0,0.0,1.0,71.0,800.0,0.0,0.0,0.0,0.0,0.0,1266800.0,0.0,6834000.0,0.0,50000.0,500000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4822695035460993,1,1,1,0,1,1,4
577,Amazon.com Inc,64768,Washington,2015,53870,0.0658466478783113,0.302,0.785,2.063,0.156,22.0,2.0,2.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5121500.0,0.0,311000.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0,1,1,2
578,Outerwall Inc,65026,Washington,2015,53870,0.0658466478783113,0.627,0.963,1.74,0.228,22.0,2.0,2.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5121500.0,0.0,311000.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0,1,1,5
579,CoreCivic Inc,65084,Tennessee,2015,42626,0.0491048630212845,0.39299999999999996,0.535,2.9530000000000003,0.257,44.0,1.0,26.0,0.0,0.0,176.0,0.0,0.0,2110000.0,0.0,0.0,0.0,292000.0,0.0,7422000.0,0.0,0.0,64605000.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0384615384615383,1,1,1,0,0,1,5
580,Jones Lang LaSalle Inc,65108,Illinois,2015,51753,0.0618501812711541,0.11900000000000001,0.518,0.915,0.188,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,4
581,Carrizo Oil & Gas Inc,65220,Texas,2015,46553,0.0569483476844751,0.47100000000000003,0.625,-2.659,0.267,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,6
582,Bright Horizons Family Solutions Inc,65275,Massachusetts,2015,63618,0.074059701852808,0.431,0.654,4.106,0.125,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,5
583,American Capital Ltd,65345,Maryland,2015,57036,0.0619437740349194,0.146,0.185,2.805,0.21899999999999997,30.0,11.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1,1,1,0,0,1,5
584,YUM! Brands Inc.,65417,Kentucky,2015,39199,0.0435653740553496,0.401,0.792,1.239,0.304,314.0,66.0,17.0,0.0,0.0,193.0,70000.0,0.0,5000.0,0.0,0.0,0.0,2401500.0,0.0,770000.0,0.0,0.0,28000.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.411764705882353,1,1,1,0,0,1,5
585,Stoneridge Inc.,65590,Michigan,2015,43477,0.0476402615258291,0.32899999999999996,0.725,2.634,0.07,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,5
586,Choice Hotels International Inc.,65615,Maryland,2015,57036,0.0619437740349194,1.1840000000000002,1.598,3.4219999999999997,0.171,30.0,11.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1,1,1,0,0,1,5
587,Fairchild Semiconductor International Inc.,65643,California,2015,55833,0.0657700868581657,0.122,0.298,0.993,0.392,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,5
588,Casella Waste Systems Inc,65702,Vermont,2015,49395,0.0490449700583478,0.779,1.006,5.263999999999999,0.075,6.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,542500.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,6
589,Group 1 Automotive Inc.,65718,Texas,2015,46553,0.0569483476844751,0.603,0.768,6.148,0.063,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,5
590,Sonic Automotive Inc.,65831,North Carolina,2015,41839,0.050122223212422004,0.642,0.789,7.414,0.064,108.0,9.0,9.0,8.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,633500.0,0.0,227500.0,0.0,200000.0,9500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,1,1,1,1,1,1,5
591,Affiliated Managers Group Inc.,65886,Florida,2015,45273,0.0444234170031415,0.24600000000000002,0.43200000000000005,1.986,0.408,68.0,0.0,30.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,18083500.0,0.0,192000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1,0,1,0,1,0,4
592,Envision Healthcare Corp,65967,Tennessee,2015,42626,0.0491048630212845,0.39899999999999997,0.581,3.468,0.127,44.0,1.0,26.0,0.0,0.0,176.0,0.0,0.0,2110000.0,0.0,0.0,0.0,292000.0,0.0,7422000.0,0.0,0.0,64605000.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0384615384615383,1,1,1,0,0,1,6
593,Ingredion Inc,66016,Illinois,2015,51753,0.0618501812711541,0.39799999999999996,0.594,2.454,0.253,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,4
594,Blue Ridge Mountain Resources Inc,66029,Texas,2015,46553,0.0569483476844751,0.609,0.7240000000000001,-2.9189999999999996,-0.016,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,9
595,United Rentals Inc.,66065,Connecticut,2015,68368,0.0731429541565634,0.662,0.875,2.966,0.16899999999999998,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,5
596,Verisign Inc,66368,Virginia,2015,52742,0.0579456978682122,0.705,1.389,2.678,0.198,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,5
597,Waddell & Reed Financial Inc.,66599,Kansas,2015,47343,0.0529443168142025,0.129,0.441,0.418,0.475,90.0,1.0,141.0,0.0,1.0,71.0,800.0,0.0,0.0,0.0,0.0,0.0,1266800.0,0.0,6834000.0,0.0,50000.0,500000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4822695035460993,1,1,1,0,1,1,4
598,First Niagara Financial Group Inc,109683,New York,2015,59243,0.075586163611226,0.154,0.894,8.086,0.013999999999999999,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
599,Amkor Technology Inc,110039,Arizona,2015,39718,0.0437231575846351,0.41100000000000003,0.679,1.984,0.245,6.0,2.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,550000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1,1,5
600,Infinity Property and Casualty Corp,110065,Alabama,2015,38891,0.0412578696453489,0.114,0.7120000000000001,2.0069999999999997,0.063,20.0,9.0,35.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7711000.0,0.0,1325000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5142857142857142,1,1,1,0,1,1,4
601,L3 Technologies Inc,110685,New York,2015,59243,0.075586163611226,0.285,0.621,3.031,0.126,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
602,Cumulus Media Inc,112030,Georgia,2015,41804,0.0506710896072849,0.696,0.885,9.887,0.043,10.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,743000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1,0,1,0,0,1,6
603,LMI Aerospace Inc,112034,Missouri,2015,43153,0.0484109476505221,0.615,0.7340000000000001,6.6,0.151,267.0,45.0,51.0,0.0,1.0,117.0,7500000.0,0.0,10000.0,0.0,0.0,0.0,267959000.0,0.0,2251000.0,0.0,0.0,204000.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.5098039215686274,1,1,1,0,1,1,6
604,Republic Services Inc.,112168,Arizona,2015,39718,0.0437231575846351,0.36200000000000004,0.622,3.1319999999999997,0.124,6.0,2.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,550000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1,1,4
605,Convergys Corp,113419,Ohio,2015,44405,0.0524484858094154,0.14400000000000002,0.48200000000000004,0.968,0.213,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
606,Crown Castle International Corp,113490,Texas,2015,46553,0.0569483476844751,0.561,0.6659999999999999,6.01,0.091,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,4
607,eBay Inc.,114524,California,2015,55833,0.0657700868581657,0.19699999999999998,0.573,2.494,0.225,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,4
608,Goldman Sachs Group Inc (The),114628,New York,2015,59243,0.075586163611226,0.524,0.9,24.893,-0.01,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
609,Spanish Broadcasting System Inc,117145,Florida,2015,45273,0.0444234170031415,0.919,1.186,10.092,0.008,68.0,0.0,30.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,18083500.0,0.0,192000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1,0,1,0,1,0,7
610,American Axle & Manufacturing Holdings Inc,117861,Michigan,2015,43477,0.0476402615258291,0.46,0.948,2.793,0.10099999999999999,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,5
611,Entercom Communications Corp.,117902,Pennsylvania,2015,50407,0.0556743752320133,0.508,0.642,5.118,0.109,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,6
612,East West Bancorp Inc,118042,California,2015,55833,0.0657700868581657,0.035,0.9009999999999999,1.379,0.015,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,4
613,Albany Molecular Research Inc,118081,New York,2015,59243,0.075586163611226,0.36700000000000005,0.594,4.238,0.006999999999999999,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,6
614,Gamco Investors Inc,118264,New York,2015,59243,0.075586163611226,0.14300000000000002,0.325,0.799,0.237,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
615,CEB Inc,118502,Virginia,2015,52742,0.0579456978682122,0.38799999999999996,0.941,2.233,0.14300000000000002,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,5
616,Booking Holdings Inc,119314,Connecticut,2015,68368,0.0731429541565634,0.306,0.47600000000000003,1.462,0.457,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,4
617,Stancorp Financial Group Inc.,119756,Oregon,2015,45163,0.0504803535641288,0.031,0.903,1.3980000000000001,0.012,40.0,6.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9769000.0,0.0,25000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1,0,4
618,CNX Resources Corp,120093,Pennsylvania,2015,50407,0.0556743752320133,0.309,0.5579999999999999,-91.94,0.146,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,5
619,LifePoint Health Inc,120297,Tennessee,2015,42626,0.0491048630212845,0.4,0.579,3.1260000000000003,0.129,44.0,1.0,26.0,0.0,0.0,176.0,0.0,0.0,2110000.0,0.0,0.0,0.0,292000.0,0.0,7422000.0,0.0,0.0,64605000.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0384615384615383,1,1,1,0,0,1,5
620,Urban One Inc,120301,Maryland,2015,57036,0.0619437740349194,0.667,0.929,7.885,0.046,30.0,11.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1,1,1,0,0,1,6
621,WESCO International Inc,120444,Pennsylvania,2015,50407,0.0556743752320133,0.311,0.605,3.0780000000000003,0.08900000000000001,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,5
622,Bankrate Inc,120458,New York,2015,59243,0.075586163611226,0.237,0.34299999999999997,2.6430000000000002,0.09699999999999999,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,6
623,US Concrete Inc,120824,Texas,2015,46553,0.0569483476844751,0.465,0.802,2.423,0.142,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,5
624,Reynolds American Inc,120877,North Carolina,2015,41839,0.050122223212422004,0.331,0.6709999999999999,3.4530000000000003,0.152,108.0,9.0,9.0,8.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,633500.0,0.0,227500.0,0.0,200000.0,9500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,1,1,1,1,1,1,4
625,SBA Communications Corp,121382,Florida,2015,45273,0.0444234170031415,1.067,1.148,7.563,0.079,68.0,0.0,30.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,18083500.0,0.0,192000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1,0,1,0,1,0,5
626,Juniper Networks Inc,121718,California,2015,55833,0.0657700868581657,0.212,0.462,1.821,0.21899999999999997,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,4
627,Salem Media Group Inc,121817,California,2015,55833,0.0657700868581657,0.473,0.6509999999999999,5.772,0.111,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,6
628,j2 Global Inc,122172,California,2015,55833,0.0657700868581657,0.34600000000000003,0.513,2.08,0.2,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,5
629,Lennox International Inc.,122380,Texas,2015,46553,0.0569483476844751,0.528,0.981,2.3209999999999997,0.105,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,4
630,Internap Corp,124358,Virginia,2015,52742,0.0579456978682122,0.638,0.762,5.224,0.121,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,6
631,Blackrock Inc,124434,New York,2015,59243,0.075586163611226,0.037000000000000005,0.8809999999999999,1.7469999999999999,0.015,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,2
632,Kratos Defense & Security Solutions Inc,126056,California,2015,55833,0.0657700868581657,0.62,0.792,23.059,0.006999999999999999,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,6
633,Charter Communications Inc,126136,Connecticut,2015,68368,0.0731429541565634,0.8640000000000001,0.998,6.712000000000001,0.09699999999999999,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,5
634,Expedia Group Inc,126296,Washington,2015,53870,0.0658466478783113,0.195,0.755,2.282,0.20800000000000002,22.0,2.0,2.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5121500.0,0.0,311000.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0,1,1,4
635,BGC Partners Inc,127377,New York,2015,59243,0.075586163611226,0.221,0.765,7.604,0.087,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
636,Packaging Corp Of America,128978,Illinois,2015,51753,0.0618501812711541,0.44,0.7090000000000001,2.063,0.192,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,4
637,Edwards Lifesciences Corp,133366,California,2015,55833,0.0657700868581657,0.166,0.371,0.877,0.767,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,4
638,Metlife Inc.,133768,New York,2015,59243,0.075586163611226,0.027000000000000003,0.92,1.9409999999999998,0.02,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,3
639,Crown Media Holdings Inc,134026,California,2015,55833,0.0657700868581657,0.348,0.506,1.909,0.122,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,5
